Filename;Index;DataIndex;Frequency (Hz);Time (s);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;24;24;506,666666548243;334,11126313;17,8862935468114;49,8485117492332;21,0273155609545;46,5290729197427
;25;25;393,333333096486;334,44808785;20,8810277392134;52,4117157471868;23,4784313827633;48,0725558725361
;26;26;317,142856838339;334,76816607;23,9967232210075;54,9900687720097;25,8733197936639;49,4779237458961
;27;27;257,142856838339;335,09147327;27,6682626348921;57,984943993658;28,5002683255696;50,9580314839014
;28;28;193,333333096486;335,40746137;33,88023103414;63,0608161161982;32,497499888481;53,1864312989155
;29;29;157,499999777955;335,72909097;39,4415965545983;67,6751221301029;35,6482794585634;54,9934779455585
;30;30;125,999999822364;336,06037669;46,7568855162466;73,8566771953346;39,2774263470511;57,1716924986175
;31;31;106,666666548243;336,40511737;53,2475333594848;79,4715458499506;42,0686164033268;58,9951420958655
;32;32;80;336,71064553;67,0132777359991;91,7405457657165;46,9254090836856;62,6541965431636
;33;33;65,9999998223643;337,38539069;78,3960902547205;102,23335477042;50,0704978759691;65,6179233166384
;34;34;53,9999998223643;337,73364837;92,3714935994735;115,325768529298;53,2220114136005;69,047375453928
;35;35;40;338,04726169;118,616822627634;140,518905352049;57,5792976424175;75,3366587463399
;36;36;29,9999998223643;338,32662485;151,18642696192;172,463057137855;61,2385712106672;82,9829523445817
;37;37;25,7142856127796;338,61229165;172,339828197803;193,430557755051;62,9947412012895;87,8314538771961
;38;38;20;338,90046801;213,658209645858;234,72352462183;65,5405836444543;97,1869459434846
;39;39;17,1428568383388;339,18715441;243,959189761329;265,286318974211;66,8687140769449;104,214897043959
;40;40;12;339,46753437;332,13248978943;354,567012567186;69,5089672716016;124,120004943174
;41;41;9,99999982236431;339,74650725;388,191209124439;412,190317395536;70,3520916177049;138,594526995617
;42;42;8,57142841916941;340,03544213;443,727558742252;468,730641705216;71,2015337979718;151,043927670149
;43;43;5,99999982236432;340,35596757;604,433208994343;634,249743676608;72,3618799192151;192,180210267978
;44;44;4,99999973354647;340,72031333;706,549356466222;740,121324511014;72,6767236505702;220,380538780324
;45;45;3,74999980015985;341,14321169;903,433711620903;944,928135040571;72,9574210102863;276,941707039824
;46;46;3,15789458725416;341,61799233;1045,07043814807;1095,50270710585;72,5471848896713;328,563480297552
;47;47;2,49999986677324;342,15789009;1271,59726369287;1334,70834060341;72,3101742713061;405,569665341357
;48;48;1,99999982236431;342,79325821;1529,59946734433;1608,40872705092;71,9898429910456;497,296795438606
;49;49;1,5789471159914;343,54642421;1843,27825760281;1945,66047817222;71,3302102282452;622,83220964406
;50;50;1,24999993338662;344,45951725;2237,76535659357;2372,34585290554;70,6083630987849;787,674459804136
;51;51;0,999999733546472;345,54915349;2640,87860947497;2816,8606592206;69,6400590100573;980,032725720055
;52;52;0,794328163631598;352,77541127;3141,7047665373;3374,0312142766;68,6136581620702;1230,35677542312
;53;53;0,630957334661811;355,39833653;3720,40518901089;4027,76337444875;67,4716561796941;1543,19895999563
;54;54;0,501187006056222;358,38929607;4381,74458952664;4785,83038404297;66,2862648475946;1924,70434534318
;55;55;0,398107149667568;361,85389217;5139,41841410257;5669,60080234817;65,0242834270785;2393,8988330275
;56;56;0,316227757014633;365,90197817;6010,93901491294;6696,10604930851;63,8543528921859;2950,66914149714
;57;57;0,251188582572927;370,67618853;7005,94723614206;7889,47064505858;62,6245305675891;3627,73350504614
;58;58;0,199526085755936;376,39456337;8095,3877465095;9240,10259392169;61,1771504767762;4454,68216373089
;59;59;0,158489045074078;383,29263911;9369,02950245706;10812,448242623;60,0548870449771;5397,25144693951
;60;60;0,125892186330241;391,67959137;10712,5434160062;12547,7194919182;58,6212810322594;6533,50426708708
;61;61;0,0999996536104142;401,92826077;12279,3497716492;14595,7685529549;57,2771414893975;7890,12223206501
;62;62;0,0794326387274748;414,52282971;14042,8382590351;16878,2521138671;56,3055486258304;9363,44424076097
;63;63;0,0630954847762221;430,09821225;15906,9076502351;19350,7639310617;55,2885195870338;11019,1811729625
;64;64;0,0501184874428002;449,38460869;17897,3827131991;22106,2783840149;54,0574857292246;12975,7942342211
;65;65;0,0398106439124828;473,37159151;20124,4256781898;25258,02471806;52,8212160861842;15263,5285494916
;66;66;0,0316227046471893;503,32483529;22653,1241963547;28858,363084143;51,7184643018062;17878,5089993756
;67;67;0,0251187516758817;540,64208477;25563,6287552778;32950,171769596;50,8800600611251;20789,7740369687
;68;68;0,0199523954127716;587,34094611;28859,1156223959;37563,9125271256;50,1985239547099;24045,7682314109
;69;69;0,0158486558174488;645,87894151;32587,8001757275;42772,1919724665;49,6312967391448;27703,7124919455
;70;70;0,0125890409973391;719,14427429;36774,5422041541;48593,8643292675;49,180564631315;31764,7083431619
;71;71;0,00999982325249341;810,89987577;41449,0298420813;55104,5772380046;48,7803106596818;36311,0500774829
