Filename;Index;DataIndex;Time (s);Frequency (Hz);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;22;22;331,2286558;793,333333096486;55,7596856545419;58,6930670753432;71,8091045514485;18,3230340942054
;23;23;331,52007564;629,999999822364;67,2245720900523;70,7765259637297;71,7711241529092;22,1398630258605
;24;24;331,80459224;506,666666548243;80,1444278269357;84,408734977837;71,7099994695151;26,4897193048893
;25;25;332,74227652;393,333333096486;98,2453579454334;103,534014723932;71,6077419884837;32,6671371110013
;26;26;333,03595474;317,142856838339;116,664677307917;123,056109156882;71,4526006548507;39,1428035463743
;27;27;333,4109619;257,142856838339;137,788610917932;145,47609856122;71,2903656104803;46,664697083563
;28;28;333,70875;193,333333096486;172,680564127107;182,592172852229;71,0349918267812;59,3407478857676
;29;29;334,0043796;157,499999777955;202,928758602963;214,871234336905;70,8076574369776;70,6368620291508
;30;30;334,30826532;125,999999822364;241,753496904699;256,403673426511;70,5380295430712;85,428862107363
;31;31;334,619606;106,666666548243;275,382063239634;292,494932361658;70,3038936966144;98,5799406732077
;32;32;334,8961342;80;344,325305583926;366,752327684331;69,8592639589659;126,282832548256
;33;33;335,18093512;65,9999998223643;399,279053024142;426,220396305221;69,5193015709442;149,131029778261
;34;34;335,5003928;53,9999998223643;465,512725484632;498,207437311036;69,1274541564673;177,506487216382
;35;35;335,78570612;40;584,740159994713;628,483972012533;68,4969235519326;230,371544175942
;36;36;336,03766928;29,9999998223643;724,962722443183;783,03654300493;67,7946209309447;295,931206108581
;37;37;336,29703608;25,7142856127796;812,268299904729;879,912286218791;67,3871745900471;338,328007130154
;38;38;336,55591244;20;976,439585402023;1062,80798945985;66,7419364524725;419,674348179177
;39;39;336,81449884;17,1428568383388;1090,72139954437;1191,21458998289;66,2965011353742;478,872663621612
;40;40;337,0642788;12;1409,81293985239;1550,61596255481;65,3944010215915;645,629412243996
;41;41;337,30615168;9,99999982236431;1593,93660053966;1765,07335626225;64,560943748925;758,188674702392
;42;42;337,56528656;8,57142841916941;1767,88774122105;1965,12102763676;64,1098696316396;858,06385991982
;43;43;337,859112;5,99999982236432;2259,41387522694;2528,2162788401;63,3392564415628;1134,4278262737
;44;44;338,19355776;4,99999973354647;2537,56660841248;2857,56820157112;62,6250016005041;1313,94510330547
;45;45;338,57965612;3,74999980015985;3041,41603868143;3445,92959824932;61,9589725069569;1619,94421994773
;46;46;339,02363676;3,15789458725416;3409,15121870148;3864,91707517605;61,8938327363585;1820,78883070321
;47;47;339,54513452;2,49999986677324;3971,25201417201;4512,42971773636;61,6507549523094;2142,70375867616
;48;48;340,15020264;1,99999982236431;4592,70165657979;5198,86434285016;62,0558488198526;2436,24340922824
;49;49;340,87476864;1,5789471159914;5470,50036743805;6142,88109878991;62,9415719132568;2794,38972295035
;50;50;341,75036168;1,24999993338662;6371,5700840363;7142,477030991;63,1341814307105;3227,70395210708
;51;51;342,81149792;0,999999733546472;7582,32161127396;8404,91007357898;64,4394755836571;3626,41866421368
;52;52;349,9677557;0,794328163631598;9023,48636407182;9892,75063964198;65,8015471623232;4055,02269482512
;53;53;352,55198096;0,630957334661811;10774,0202358484;11721,4126487981;66,8056543993597;4616,49243917215
;54;54;355,5134405;0,501187006056222;12938,6773191495;13990,9199066908;67,6368661191258;5323,20101690338
;55;55;358,9502366;0,398107149667568;15578,6412441464;16760,1500477205;68,3577657890291;6181,30783963114
;56;56;362,9622226;0,316227757014633;18821,8915491628;20178,9442512969;68,8674825496031;7275,0388046046
;57;57;367,71403296;0,251188582572927;22707,2234463061;24307,0743410354;69,0963386605809;8672,70813414998
;58;58;373,3950078;0,199526085755936;27496,1830384737;29431,7647968378;69,1048937535405;10497,0804212949
;59;59;380,25648354;0,158489045074078;33014,1090751928;35391,9987191389;68,8776109310812;12753,9082365681
;60;60;388,6082358;0,125892186330241;39695,4274129424;42819,1698612474;67,9792362914461;16054,7298361005
;61;61;398,8183052;0,0999996536104142;47705,5996982405;51806,5185388129;67,0494363175183;20201,2653203603
;62;62;411,37767414;0,0794326387274748;56547,8875887736;62028,7417218607;65,732992712401;25493,1600403858
;63;63;426,92395668;0,0630954847762221;66550,5282874082;74101,280758659;63,9097292396806;32588,7556488504
;64;64;446,17345312;0,0501184874428002;78141,9568831383;88882,7120222209;61,5409726026392;42355,295665345
;65;65;470,11853594;0,0398106439124828;89524,4729699777;104315,029496694;59,1164825132529;53544,3191976886
;66;66;500,02017972;0,0316227046471893;104031,218686956;124209,147149763;56,8821740665836;67863,2284391056
;67;67;537,2930292;0,0251187516758817;115699,777939636;142923,426180869;54,0493378127612;83908,6833170278
;68;68;583,94589054;0,0199523954127716;127324,420000247;165159,282643324;50,4364812111099;105195,440561167
;69;69;642,44618594;0,0158486558174488;137153,879438954;183934,12451923;48,2165486500361;122558,457551899
;70;70;715,67441872;0,0125890409973391;144150,721122967;203546,01174159;45,0884254396291;143706,4664364
;71;71;807,3914202;0,00999982325249341;160153,895494523;231413,428086847;43,7940557717379;167041,62492276
