Filename;Index;DataIndex;Frequency (Hz);Time (s);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;22;22;793,333333096486;559,69147896;4,9433140973607;11,870271796443;24,6103414385414;10,7919876879222
;23;23;629,999999822364;560,0114988;5,52818328883827;12,6680033108721;25,8737412056934;11,3981356988446
;24;24;506,666666548243;560,3217154;6,15957234417629;13,5113039235415;27,1217556282544;12,0255977918425
;25;25;393,333333096486;560,66204016;6,98113966413171;14,6143480379328;28,5346930822327;12,8391143605669
;26;26;317,142856838339;560,98861838;7,75848412178792;15,6701887997565;29,6770754340409;13,6147251588851
;27;27;257,142856838339;561,35222554;8,61040737554255;16,8151485713649;30,8013111731247;14,4433412444724
;28;28;193,333333096486;561,68211364;9,93728809052963;18,58630679858;32,3206130691095;15,7067216763002
;29;29;157,499999777955;562,02734324;11,024338225424;20,0134585317467;33,4250874206418;16,7033675973858
;30;30;125,999999822364;562,48742896;12,3641493132948;21,758444369596;34,628005417693;17,9041255900241
;31;31;106,666666548243;562,83506964;13,4827849051263;23,1897432518478;35,5498859316119;18,8673978939524
;32;32;80;563,15169784;15,697185324167;25,9862363485579;37,1610628140798;20,7094870159033
;33;33;65,9999998223643;563,48019876;17,4112696847347;28,0805352654338;38,3196136472948;22,0309815659382
;34;34;53,9999998223643;563,82785644;19,513829308412;30,5955971694858;39,6278624757834;23,5648261584849
;35;35;40;564,14616976;23,1858394321795;34,9174698361586;41,6070570897523;26,1083616794359
;36;36;29,9999998223643;564,42893292;27,5284781181817;39,8665391823866;43,6709585907866;28,8361550640435
;37;37;25,7142856127796;564,71839972;30,3360329586062;43,0369381921624;44,8201429764888;30,5270888440146
;38;38;20;565,01897608;35,5270710577881;48,8444769306504;46,664762491654;33,5202945793099
;39;39;17,1428568383388;565,30916248;39,2776036251607;52,9981431002007;47,8262977708614;35,5819199247893
;40;40;12;565,59134244;50,0471128900784;64,6533960239738;50,7219933964305;40,9310164642969
;41;41;9,99999982236431;565,86351532;56,2572157848326;71,6251233017714;51,7613639915546;44,3315233229441
;42;42;8,57142841916941;566,1608502;62,6234196831558;78,5492121126473;52,8683662268001;47,4160946378442
;43;43;5,99999982236432;566,48237564;80,5902407297149;97,7815109652791;55,5061421823277;55,3754186059085
;44;44;4,99999973354647;566,8445214;90,6510615071533;108,765654251883;56,4550965905338;60,1028501193285
;45;45;3,74999980015985;567,27061976;111,718509953777;131,237734827659;58,3498745884671;68,8644870481354
;46;46;3,15789458725416;567,7428004;125,54560004406;146,107186693058;59,2347766728675;74,7369541320545
;47;47;2,49999986677324;568,28359816;149,722672793125;172,559869306826;60,1874282558311;85,7906157273134
;48;48;1,99999982236431;568,92906628;176,355677720618;200,373244217103;61,6587565365545;95,1215639788797
;49;49;1,5789471159914;569,68123228;210,856104680198;235,172703802083;63,7148322622075;104,143668711427
;50;50;1,24999993338662;570,60212532;256,976990573606;283,222021356044;65,1395015511241;119,069474243974
;51;51;0,999999733546472;571,70056156;298,861694570805;327,517581753046;65,853965063835;133,975571936194
;52;52;0,794328163631598;576,46959386;361,852982069821;391,826339651444;67,4437612823646;150,300697975181
;53;53;0,630957334661811;579,09201908;435,355394150904;467,422739721679;68,6533891299657;170,146108955308
;54;54;0,501187006056222;582,08317862;524,682587519912;559,348362340179;69,7224355627146;193,852451122112
;55;55;0,398107149667568;585,55077472;634,00560112883;671,315564252957;70,8080585948255;220,684128440486
;56;56;0,316227757014633;589,60056072;768,553895330193;808,863568316756;71,8354381987204;252,161024194663
;57;57;0,251188582572927;594,37537112;930,99012482923;974,581422067223;72,7987237166757;288,212310127492
;58;58;0,199526085755936;600,09374596;1134,04899948237;1181,50124658257;73,7065411540813;331,478600288456
;59;59;0,158489045074078;606,99422166;1376,78105993353;1429,15240221402;74,4410444503162;383,34123410143
;60;60;0,125892186330241;615,39007396;1680,67391321957;1738,87105628632;75,1347049029124;446,102844435572
;61;61;0,0999996536104142;625,63924332;2058,31175008771;2123,01565657764;75,8180643498386;520,142497326149
;62;62;0,0794326387274748;638,22611226;2507,85272742899;2579,8548531847;76,4316219568098;605,248511792996
;63;63;0,0630954847762221;653,79519484;3067,44330869156;3150,47213820692;76,816743365286;718,516695408997
;64;64;0,0501184874428002;673,08199128;3762,53457168873;3859,73610042164;77,1142105927443;860,753368709757
;65;65;0,0398106439124828;697,05707406;4618,82135618917;4731,29807537617;77,4817696103997;1025,5099988148
;66;66;0,0316227046471893;727,01451788;5674,90586170585;5817,95667085401;77,268151871615;1282,21031219968
;67;67;0,0251187516758817;764,32546732;6970,79288212074;7132,44981622368;77,7780883410799;1509,92946044644
;68;68;0,0199523954127716;811,0139287;8627,81969744862;8812,19529577332;78,2589365004025;1793,18521050311
;69;69;0,0158486558174488;869,5453241;10232,1646783673;10478,2611751057;77,5577357448381;2257,60121556052
;70;70;0,0125890409973391;942,80385688;12936,5243825678;13239,7340340495;77,7142451518636;2817,24940173857
;71;71;0,00999982325249341;1034,55835836;15679,2393040605;16025,1673993809;78,0734834742278;3311,71330645986
