Filename;Index;DataIndex;Frequency (Hz);Time (s);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;33;33;629,999999822364;101,56574493;12,0307675093033;12,6174125612102;72,4596837170914;3,80259554474004
;34;34;506,666666548243;101,87846153;14,5493965956769;15,2069825787149;73,0889750541846;4,42350289375304
;35;35;393,333333096486;102,21658625;18,1030260104719;18,8812614295971;73,4925218524835;5,3649307951704
;36;36;317,142856838339;102,53496447;21,7775267644296;22,6861010013015;73,7296040660348;6,35598195921029
;37;37;257,142856838339;102,83237167;26,0144336730625;27,0959895591592;73,7570505795169;7,57904287228246
;38;38;193,333333096486;103,14795977;33,049026590685;34,4427850400469;73,6447286536018;9,69882893565344
;39;39;157,499999777955;103,47048937;39,1464076299424;40,8352804104548;73,4641467267236;11,6223446804363
;40;40;125,999999822364;103,80257509;46,9914627137821;49,0926730878373;73,1761504961882;14,2089050573396
;41;41;106,666666548243;104,16161577;53,7669586799038;56,2406980082233;72,9433355516076;16,4963713211628
;42;42;80;104,46764393;67,5611097794596;70,8317903607518;72,520538167686;21,2753136540287
;43;43;65,9999998223643;104,78024489;78,6386970040577;82,5393515075133;72,3151577954232;25,0738884257079
;44;44;53,9999998223643;105,12710257;91,9858953875542;96,6441507366498;72,1383518247809;29,6426537502672
;45;45;40;105,43941589;116,033048319986;121,998172127843;72,0089564339509;37,6813707301992
;46;46;29,9999998223643;105,71917905;145,290324459286;152,373503653829;72,4614407836072;45,9173848804431
;47;47;25,7142856127796;106,00644585;164,374248300018;172,023946640736;72,8490573504176;50,7281451825207
;48;48;20;106,30602221;200,441579342266;209,256743529308;73,3102585684962;60,0962393438109
;49;49;17,1428568383388;106,59210861;227,938274200245;237,625675389303;73,5834774167715;67,1573135171158
;50;50;12;106,87218857;308,118727343478;318,567021730625;75,2852083567761;80,9184601593246
;51;51;9,99999982236431;107,14176145;358,483371497701;369,665306651125;75,8716114164021;90,2336483863512
;52;52;8,57142841916941;107,44059633;411,429216327293;424,766687188141;75,6039902257726;105,606526773194
;53;53;5,99999982236432;107,76112173;557,818246448646;570,998169539136;77,665667759502;121,974233123236
;54;54;4,99999973354647;108,12566753;662,923768816213;678,338182374887;77,7621859204244;143,787226157868
;55;55;3,74999980015985;108,54796585;850,444601267722;870,975974570051;77,5347675171683;187,997682041125
;56;56;3,15789458725416;109,02314653;971,031781457205;987,202991937557;79,6151484102539;177,952315777319
;57;57;2,49999986677324;109,56314429;1206,9735598433;1234,9688585654;77,7770503328849;261,46301357078
;58;58;1,99999982236431;110,19691241;1446,2256058633;1471,61806257252;79,3409403597121;272,19702245808
;59;59;1,5789471159914;110,95767841;1874,05616611665;1902,66054095827;80,0523887457625;328,680118595217
;60;60;1,24999993338662;111,86237145;2362,38982652151;2399,51380804012;79,9082890402903;420,453115725032
;61;61;0,999999733546472;112,96170769;2689,41139121195;2728,4288355408;80,2987067377967;459,771986347475
;62;62;0,794328163631598;117,72993995;3426,87453589058;3467,30955113499;81,2412307060415;527,983369678085
;63;63;0,630957334661811;120,35046521;4232,13318722786;4276,80469422107;81,7115758296236;616,528245967634
;64;64;0,501187006056222;123,33932475;5224,82319625078;5282,0522843034;81,5581507071675;775,43465361984
;65;65;0,398107149667568;126,80512085;6489,12479303882;6560,8679494039;81,5190643360721;967,598919947826
;66;66;0,316227757014633;130,85350685;8118,33395231837;8198,23127632914;81,9943425388235;1141,77488972918
;67;67;0,251188582572927;135,62791725;10028,6103161774;10111,1015896585;82,6761725212614;1288,9338550344
;68;68;0,199526085755936;141,34589205;12487,3029551265;12618,5026738026;81,7305393645624;1814,9034783297
;69;69;0,158489045074078;148,23766779;15249,6884641766;15410,3635159859;81,7189867175014;2219,52820220611
;70;70;0,125892186330241;156,62492005;19367,7254524925;19657,3383946864;80,1526605288897;3361,86905754579
;71;71;0,0999996536104142;166,87148945;23425,9742737922;23792,9330788933;79,9241415481645;4162,6186253753
