Filename;Index;DataIndex;Frequency (Hz);Time (s);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;59;59;0,31638158951786;569,59894595;6708,32025269046;6912,3938655514;76,0430308931768;1667,22174285718
;60;60;0,251302624682709;574,37281875;8207,13447971802;8450,3024749611;76,2215077742181;2012,59920256306
;61;61;0,199610285070635;580,08978695;9867,31464919413;10150,0050351178;76,445822210861;2378,80302394202
;62;62;0,158550862292465;586,98704857;12329,5735919808;12672,9488303411;76,6319275714648;2930,05923086445
;63;63;0,125937305794236;595,37284083;14862,2814648253;15232,5625094155;77,3409653770559;3338,19565986786
;64;64;0,100032338576458;605,62356435;18211,459027897;18685,9276458995;77,0608033947916;4184,09513073239
;65;65;0,0794557313665273;618,21526585;22038,0254027469;22560,7951564323;77,6417251746608;4828,55200224467
;66;66;0,0631118272592439;633,79418951;27637,9893330517;28320,3662644867;77,3969323421074;6179,37626146848
;67;67;0,0501298561266415;653,08218191;33720,0933129406;34447,8199733164;78,2019987815344;7043,26684718067
;68;68;0,0398184598826237;677,07213977;40508,5407072379;41206,5333578958;79,4392450188157;7552,25271991297
;69;69;0,0316276784463699;707,01325295;49938,077899543;51269,2707738553;76,9149992277276;11607,1745649866
;70;70;0,025121949118212;744,32492939;61321,2961626069;62795,4723056184;77,5605421395543;13526,6396057386
;71;71;0,0199545270409918;791,00852373;72969,4753960463;74783,5988575571;77,3541001563169;16371,9980000554
;72;72;0,0158497216315589;849,53436517;90395,5642632482;92644,6377056513;77,3493793681051;20289,6736578078
;73;73;0,0125893962687091;922,78815499;108324,267689364;110976,845954703;77,4476683317862;24118,734784744
;74;74;0,00999982325249341;1014,54021487;139440,346204072;144244,833113911;75,1705895524239;36918,3115885406
